title,description,url,published_date,source,country,language
EURO 2025 Englands Finalmacherin Sarina Wiegman,Beim EM-Turnier in der Schweiz steht Sarina Wiegman zum fünften Mal in Folge als Nationaltrainerin im Endspiel einer EM oder WM. Die Niederländerin scheint so etwas wie eine eingebaute Final-Garantie zu haben.,https://www.dw.com/de/euro-2025-englands-finalmacherin-sarina-wiegman/a-66562891?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T13:22:00,Deutsche Welle,Germany,de
Flughafen München soll Abschiebeterminal bekommen,Deutschland ändert seine Asylpolitik. Abgelehnte Bewerber sollen künftig schneller außer Landes gebracht werden. Ein Projekt ist am Flughafen München geplant.,https://www.dw.com/de/flughafen-münchen-soll-abschiebeterminal-bekommen/a-73397835?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T12:14:00,Deutsche Welle,Germany,de
Atomverhandlungen mit dem Iran Was ist zu erwarten?,"Am Freitag dieser Woche verhandeln Deutschland, Frankreich und Großbritannien in Istanbul mit dem Iran über die Zukunft von dessen Atomprogramm. Für den Iran steht einiges auf dem Spiel.",https://www.dw.com/de/atomverhandlungen-mit-dem-iran-was-ist-zu-erwarten/a-73395428?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T12:04:00,Deutsche Welle,Germany,de
EU und China fordern Neuausrichtung ihrer Beziehungen,Die EU und China treffen sich zu Gesprächen in Peking. Beide Seiten fordern mehr Vertrauen und Zusammenarbeit - doch Handelskonflikte und der russische Angriffskrieg gegen die Ukraine belasten das Verhältnis.,https://www.dw.com/de/eu-und-china-fordern-neuausrichtung-ihrer-beziehungen/a-73395480?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T11:17:00,Deutsche Welle,Germany,de
Flugzeugabsturz im Osten Russlands Wohl 49 Opfer,"Die Antonow An-24 verschwand beim Landeanflug auf Tynda von den Radarschirmen. Rettungskräfte fanden das brennende Flugzeugwrack an einem Berghang, rund 15 Kilometer vom Flughafen entfernt.",https://www.dw.com/de/flugzeugabsturz-im-osten-russlands-wohl-49-opfer/a-73393673?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T10:19:00,Deutsche Welle,Germany,de
Südafrika Wenn KI im Gerichtssaal Fehler macht,Der Einsatz von künstlicher Intelligenz erwies sich für ein Anwaltsteam vor Gericht zum Nachteil Die KI hatte Fakten zu Fallbeispielen erfunden. Anwälte fordern nun klare Richtlinien und Einhaltung ethischer Standards.,https://www.dw.com/de/südafrika-wenn-ki-im-gerichtssaal-fehler-macht/a-73300850?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T09:25:00,Deutsche Welle,Germany,de
Ukraine-Krieg Erneute Angriffe nach kurzen Verhandlungen,Von den Verhandlungen zwischen Russland und der Ukraine in Istanbul war kaum etwas erwartet worden - und tatsächlich blieben konkrete Ergebnisse aus. Stattdessen folgten wenige Stunden später neue gegenseitige Angriffe.,https://www.dw.com/de/ukraine-krieg-erneute-angriffe-nach-kurzen-verhandlungen/a-73393104?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T09:24:00,Deutsche Welle,Germany,de
Cum-Cum-Betrug Der Steuerraub geht weiter,Cum-Cum-Geschäfte kosten die Gesellschaft Milliarden. Trotz Warnungen laufen die Steuertricks der Finanzbranche weiter - nicht nur in Deutschland. Warum tut der Staat so wenig dagegen?,https://www.dw.com/de/cum-cum-betrug-der-steuerraub-geht-weiter/a-73370908?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T09:11:00,Deutsche Welle,Germany,de
Reisen durch Europa Worauf LGBTQIA-Personen achten sollten,Europa gilt als Kontinent der Vielfalt. Für LGBTQIA-Menschen gibt es beim Reisen trotzdem einiges zu beachten.,https://www.dw.com/de/reisen-durch-europa-worauf-lgbtqia-personen-achten-sollten/a-73382300?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T09:10:00,Deutsche Welle,Germany,de
Der van Gogh aus Lagos John Madu,Der nigerianische Maler John Madu präsentiert seine Bilder im Van Gogh Museum Amsterdam - als erster Künstler aus Afrika mit einer Einzelausstellung. Seine Kunst versprüht die Energie seiner Heimatstadt Lagos.,https://www.dw.com/de/der-van-gogh-aus-lagos-john-madu/a-73214490?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T07:39:00,Deutsche Welle,Germany,de
Können wir den Erdüberlastungstag umkehren?,"Ein bisschen mehr als die Hälfte des Jahres 2025 ist vorbei, ab jetzt leben wir auf Pump Die Menschheit hat die Ressourcen des Planeten aufgebraucht und lebt so, als hätten wir 1,8 Erden. Wie kehren wir das um?",https://www.dw.com/de/können-wir-den-erdüberlastungstag-umkehren/a-73324802?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T07:10:00,Deutsche Welle,Germany,de
Was hält Kameruns Langzeitherrscher Paul Biya an der Macht?,"Paul Biya ist mit 92 Jahren bereits das älteste Staatsoberhaupt der Welt. Im Oktober will er sich im Amt bestätigen lassen. Sein Machtapparat wird durch Härte, und Angst vor Verlust von Privilegien stabil gehalten.",https://www.dw.com/de/was-hält-kameruns-langzeitherrscher-paul-biya-an-der-macht/a-73383304?maca=de-rss-de-all-1119-xml-mrss,2025-07-24T06:57:00,Deutsche Welle,Germany,de
EURO 2025 DFB-Frauen unterliegen Spanien - Finale verpasst,Die deutschen Fußballerinnen verlieren in einem dramatischen EM-Halbfinale nach Verlängerung gegen Weltmeister Spanien. Torhüterin Ann-Kathrin Berger wird zur tragischen Figur.,https://www.dw.com/de/euro-2025-dfb-frauen-unterliegen-spanien-finale-verpasst/a-73366496?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T22:15:00,Deutsche Welle,Germany,de
Syrien Unklare Rolle von Drusenführer al-Hidschri,"Hikmat al-Hidschri gilt in Syrien als umstritten - auch wegen seines guten Verhältnisses zu Israel. Manche sehen in ihm einen Scharfmacher, andere ein Vorbild für notwendigen Widerstand und Selbstverteidigung der Drusen.",https://www.dw.com/de/syrien-unklare-rolle-von-drusenführer-al-hidschri/a-73382555?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T19:39:00,Deutsche Welle,Germany,de
UN-Gericht Staaten haften für Klimaschäden,Der Internationale Gerichtshof IGH in Den Haag hat den Schutz vor Klimawandel zur völkerrechtlichen Pflicht erklärt. Staaten müssen handeln  für heutige und zukünftige Generationen.,https://www.dw.com/de/un-gericht-staaten-haften-für-klimaschäden/a-73383590?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T16:16:00,Deutsche Welle,Germany,de
USA Trans-Frauen von olympischen Sportarten ausgeschlossen,Drei Jahre vor den Olympischen und Paralympischen Spielen in Los Angeles verbietet das Nationale Komitee der USA Trans-Frauen eine Teilnahme an olympischen Sportarten - eine Reaktion auf ein Dekret von Präsident Trump.,https://www.dw.com/de/usa-trans-frauen-von-olympischen-sportarten-ausgeschlossen/a-73386239?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T15:44:00,Deutsche Welle,Germany,de
Angespannte Beziehungen vor dem EU-China-Gipfel in Peking,"Erst wurde der Gipfel von Brüssel nach Peking verlegt, dann von zwei Tagen auf einen verkürzt. Für die Beilegung der Handelsstreitigkeiten zwischen Europa und China sind das keine guten Vorzeichen.",https://www.dw.com/de/angespannte-beziehungen-vor-dem-eu-china-gipfel-in-peking/a-73330999?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T15:00:00,Deutsche Welle,Germany,de
Deutschland genehmigt Export von Eurofightern in die Türkei,Berlin gibt grünes Licht für die Lieferung von 40 Eurofightern an die Türkei - auch auf Drängen Großbritanniens. Wegen offener Territorialkonflikte wurde auch Griechenland vorab informiert.,https://www.dw.com/de/deutschland-genehmigt-export-von-eurofightern-in-die-türkei/a-73384474?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T13:24:00,Deutsche Welle,Germany,de
Bundespolizei soll flächendeckend Taser bekommen,Mit Elektroschocks aus Tasern lassen sich Angreifer vorübergehend außer Gefecht setzen. Bundesinnenminister Dobrindt lobt die Geräte als wirkungsvolles Mittel. Kritiker warnen vor Gefahren.,https://www.dw.com/de/bundespolizei-soll-flächendeckend-taser-bekommen/a-73383399?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T13:19:00,Deutsche Welle,Germany,de
Türkei Samstagsmütter-Gründerin Emine Ocak ist tot,"Emine Ocak, die unermüdlich um Gerechtigkeit für ihren verschwundenen Sohn und unzählige andere kämpfte, ist tot. Ihr Vermächtnis als Mitbegründerin der Samstagsmütter in der Türkei lebt weiter.",https://www.dw.com/de/türkei-samstagsmütter-gründerin-emine-ocak-ist-tot/a-73382331?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T12:10:00,Deutsche Welle,Germany,de
Merz Einigkeit in der Koalition bei Israel-Hamas-Krieg,"Der Koalitionspartner SPD fordert, Deutschland müsse einen Appell von 27 Staaten und der EU zur Situation im Gazastreifen unterschreiben. Kanzler Friedrich Merz lehnt das ab - und verweist auf ein anderes Papier.",https://www.dw.com/de/merz-einigkeit-in-der-koalition-bei-israel-hamas-krieg/a-73380411?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T11:08:00,Deutsche Welle,Germany,de
EU-Migrationspolitik Entwicklungshilfe als Druckmittel?,"Die EU erwägt offenbar einen Strategiewechsel Länder, die bei der Rücknahme von Migranten nicht kooperieren, könnten weniger Entwicklungsgelder erhalten. Hilfsorganisationen und Experten üben heftige Kritik.",https://www.dw.com/de/eu-migrationspolitik-entwicklungshilfe-als-druckmittel/a-73367427?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T10:30:00,Deutsche Welle,Germany,de
USA und Japan einigen sich im Zoll-Handelsstreit,Die USA und Japan verkünden ein Handelsabkommen mit reduzierten Zöllen. US-Präsident Donald Trump feiert den Deal als historischen Erfolg - und kündigt massive Investitionen Japans in die amerikanische Wirtschaft an.,https://www.dw.com/de/usa-und-japan-einigen-sich-im-zoll-handelsstreit/a-73380548?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T09:47:00,Deutsche Welle,Germany,de
Tour de France Femmes Gleichberechtigt?,"Die Tour de France der Frauen geht in ihre viertes Jahr und wird - durchaus berechtigt - als Erfolgsgeschichte verkauft. Der Boom des Frauen-Radsports hält an, aber wie groß ist die Lücke zum Männerrennen wirklich?",https://www.dw.com/de/tour-de-france-femmes-gleichberechtigt/a-73354151?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T09:13:00,Deutsche Welle,Germany,de
Würde die Wehrpflicht die Wirtschaft abwürgen?,"Eine Wiedereinführung der Wehrpflicht ist umstritten, aber derzeit durchaus mehrheitsfähig. Nun aber melden sich Wirtschaftsvertreter zu Wort, die Schaden für die Volkswirtschaft befürchten",https://www.dw.com/de/würde-die-wehrpflicht-die-wirtschaft-abwürgen/a-73314211?maca=de-rss-de-all-1119-xml-mrss,2025-07-23T07:49:00,Deutsche Welle,Germany,de
Ozzy Osbourne Der Fürst der Finsternis ist tot,Der britische Musiker Ozzy Osbourne erlangte in den 1970ern mit der Heavy Metal-Band Black Sabbath Weltruhm. Später wurde er mit The Osbournes zum Reality TV-Star. Nun ist der Godfather of Metal mit 76 gestorben.,https://www.dw.com/de/ozzy-osbourne-der-fürst-der-finsternis-ist-tot/a-73374887?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T19:38:00,Deutsche Welle,Germany,de
Gewalt in Syrien Präsident Ahmed al-Scharaa unter Druck,"Die jüngste Eskalation in Syrien zeigt, wie weit das Land noch von einem stabilen Neuanfang entfernt ist. Der politische Anführer des Landes, Ahmed al-Scharaa, muss gleich an mehreren Fronten um seine Autorität kämpfen.",https://www.dw.com/de/gewalt-in-syrien-präsident-ahmed-al-scharaa-unter-druck/a-73367438?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T19:10:00,Deutsche Welle,Germany,de
Deutschland schiebt nach Afghanistan ab trotz Taliban-Regime,Nur mit Zustimmung der Taliban konnte die Bundesregierung Straftäter nach Afghanistan abschieben. Die Islamisten erhoffen sich davon diplomatische Anerkennung. Einen kleinen Erfolg können sie schon verbuchen.,https://www.dw.com/de/deutschland-schiebt-nach-afghanistan-ab-trotz-taliban-regime/a-73363992?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T15:08:00,Deutsche Welle,Germany,de
EURO 2025 Engländerin Jess Carter rassistisch beleidigt,Englands Verteidigerin Jess Carter sieht sich während der EM wiederholt rassistischen Anfeindungen ausgesetzt. Die Partnerin der deutschen Torhüterin Ann-Katrin Berger zieht sich aus den sozialen Medien zurück.,https://www.dw.com/de/euro-2025-engländerin-jess-carter-rassistisch-beleidigt/a-73371801?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T14:55:00,Deutsche Welle,Germany,de
EURO 2025 Warum es Frauenteams aus Osteuropa schwer haben,"Nur eine Mannschaft aus Osteuropa hat es zur EM 2025 in der Schweiz geschafft. Im Männerfußball sieht das anders aus. Warum hat es der Frauenfußball in der Region so schwer, sich zu etablieren?",https://www.dw.com/de/euro-2025-warum-es-frauenteams-aus-osteuropa-schwer-haben/a-73363381?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T13:54:00,Deutsche Welle,Germany,de
USA treten erneut aus der UNESCO aus,Erst der Austritt aus der Weltgesundheitsorganisation - jetzt der aus der UNESCO. Die Begründung ist immer America first.,https://www.dw.com/de/usa-treten-erneut-aus-der-unesco-aus/a-73368894?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T13:32:00,Deutsche Welle,Germany,de
Türkei War prähistorisches Çatalhöyük ein Matriarchat?,Archäologen entdecken in der Türkei Hinweise auf eine matrilineare Gesellschaft vor 9000 Jahren. Frauen hatten mehr Grabbeigaben und lebten mit ihrer Familie  nicht mit der des Mannes. Dies legen DNA-Analysen nahe.,https://www.dw.com/de/türkei-war-prähistorisches-çatalhöyük-ein-matriarchat/a-73358783?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T13:05:00,Deutsche Welle,Germany,de
Wachsende Kritik an Israels Offensive im Gazastreifen,Mehr als 20 Staaten fordern ein Ende des Gaza-Kriegs und kritisieren Israels Blockade der humanitären Hilfe für das Palästinensergebiet. Auch die Hamas soll Geiseln freilassen. Deutschland geht einen eigenen Weg.,https://www.dw.com/de/wachsende-kritik-an-israels-offensive-im-gazastreifen/a-73365825?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T11:44:00,Deutsche Welle,Germany,de
USA Pentagon beruft Marineinfanteristen aus Los Angeles ab,"Die US-Regierung feiert den Einsatz, der in Kalifornien für Befremden gesorgt hatte, als großen Erfolg. Hintergrund ist der Streit um die Migrationspolitik von Präsident Trump.",https://www.dw.com/de/usa-pentagon-beruft-marineinfanteristen-aus-los-angeles-ab/a-73363800?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T11:02:00,Deutsche Welle,Germany,de
Warum boomt die Schwarzarbeit in Deutschland?,"Während die Wirtschaft in Deutschland schwächelt, gibt es einen regelrechten Boom bei der Schwarzarbeit. Was hat das mit der Konjunktur zu tun und welche Rolle spielt das viel diskutierte Bürgergeld?",https://www.dw.com/de/warum-boomt-die-schwarzarbeit-in-deutschland/a-73335360?maca=de-rss-de-all-1119-xml-mrss,2025-07-22T09:09:00,Deutsche Welle,Germany,de
Made for Germany - Konzerne versprechen Milliarden,Bundeskanzler Friedrich Merz trifft sich mit Top-Managern beim Investitionsgipfel. Gemeinsames Ziel Deutschland aus der Rezession holen. Die Stimmung ist bestens - der angespannten Wirtschaftslage zum Trotz.,https://www.dw.com/de/made-for-germany-konzerne-versprechen-milliarden/a-73358307?maca=de-rss-de-all-1119-xml-mrss,2025-07-21T17:14:00,Deutsche Welle,Germany,de
Bayreuther Festspiele Darum war Hitler Fan von Wagners Meistersingern von Nürnberg,Sie gilt als deutscheste Oper aus der Feder von Richard Wagner. Adolf Hitler nutzte das Werk für seine Propaganda. Die Neuinszenierung der Meistersinger in Bayreuth soll auch die komischen Seiten der Oper zeigen.,https://www.dw.com/de/bayreuther-festspiele-darum-war-hitler-fan-von-wagners-meistersingern-von-nürnberg/a-73211498?maca=de-rss-de-all-1119-xml-mrss,2025-07-21T07:34:00,Deutsche Welle,Germany,de
Iran Wie groß ist das Strahlenrisiko nach den US-Angriffen?,Auch einen Monat nach den US-Luftangriffen auf drei große Atomanlagen im Iran sind die Auswirkungen der Angriffe weiterhin unklar - die Schadensbewertungen widersprechen sich.,https://www.dw.com/de/iran-wie-groß-ist-das-strahlenrisiko-nach-den-us-angriffen/a-73342224?maca=de-rss-de-all-1119-xml-mrss,2025-07-21T05:53:00,Deutsche Welle,Germany,de
Nach US-Kürzungen Wie weiter mit der Entwicklungshilfe in Nahost?,"Zum ersten Mal seit 30 Jahren kürzen einige der weltweit größten Geldgeber für Entwicklungszusammenarbeit ihre Mittel, allen voran die USA. Hilfsorganisationen sehen sich gezwungen, nach neuen Finanziers zu suchen.",https://www.dw.com/de/nach-us-kürzungen-wie-weiter-mit-der-entwicklungshilfe-in-nahost/a-73295715?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T18:21:00,Deutsche Welle,Germany,de
Sambias Cyber-Gesetz - Schutz für Bürger oder Unterdrückung?,In Sambia sollen neue Cybersicherheitsgesetze die Bürger vor Online-Betrug und Identitätsdiebstahl schützen. Kritiker sehen darin jedoch einen Angriff auf die Meinungsfreiheit.,https://www.dw.com/de/sambias-cyber-gesetz-schutz-für-bürger-oder-unterdrückung/a-73181854?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T13:32:00,Deutsche Welle,Germany,de
Olga Kharlan vor Fecht-WM Russen nicht die Hand schütteln,"Die ukrainische Top-Fechterin verurteilt im DW-Interview scharf die Entscheidung des Weltverbands FIE, die Neutralitätsregel für russische Aktive zu lockern und fürchtet um die olympische Zukunft ihrer Sportart.",https://www.dw.com/de/olga-kharlan-vor-fecht-wm-russen-nicht-die-hand-schütteln/a-73310010?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T11:03:00,Deutsche Welle,Germany,de
Vibrio-Bakterien in Europa Sicher baden trotz Risiko,"Durch den Anstieg der Meereswassertemperaturen kommen Vibrio-Bakterien immer häufiger in der Ostsee, dem Schwarzen Meer und anderen Gewässern in Europa vor. So schützen Sie sich vor einer nicht ungefährlichen Vibriose.",https://www.dw.com/de/vibrio-bakterien-in-europa-sicher-baden-trotz-risiko/a-73302896?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T09:59:00,Deutsche Welle,Germany,de
Estland ist Europameister bei der Digitalisierung,"Deutschland ist ein analoges Land in einer digitalen Welt. Um hier aufzuholen, könnten die Deutschen sich an Estland orientieren. Der baltische Staat hat Europas digitale Führung übernommen.",https://www.dw.com/de/estland-ist-europameister-bei-der-digitalisierung/a-73335359?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T09:34:00,Deutsche Welle,Germany,de
Frauen gegen Hitler Widerstand in der Nazi-Zeit,"Wer sich den Nazis widersetzte, lebte gefährlich. Doch einige mutige Frauen ließen sich nicht abschrecken. Aus ihren Geschichten kann man Lehren ziehen, wie man sich der Tyrannei entgegenstellt.",https://www.dw.com/de/frauen-gegen-hitler-widerstand-in-der-nazi-zeit/a-69664279?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T05:05:00,Deutsche Welle,Germany,de
"Stauffenberg In Deutschland ein Held, in Polen umstritten",Vor 81 Jahren scheiterte das Attentat auf Adolf Hitler. In Deutschland gilt der Attentäter Graf Stauffenberg als Held. In Polen ist er umstritten - wegen antipolnischer Bemerkungen im Zweiten Weltkrieg.,https://www.dw.com/de/stauffenberg-in-deutschland-ein-held-in-polen-umstritten/a-69712195?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T04:54:00,Deutsche Welle,Germany,de
20. Juli 1944 Stauffenberg-Attentat auf Adolf Hitler,"Vor 81 Jahren scheiterte mit der Operation Walküre der bedeutendste Umsturzversuch des militärischen Widerstandes in der Zeit des Nationalsozialismus. Hitler überlebte den Anschlag, die Attentäter wurden hingerichtet.",https://www.dw.com/de/20-juli-1944-stauffenberg-attentat-auf-adolf-hitler/a-49533515?maca=de-rss-de-all-1119-xml-mrss,2025-07-20T04:41:00,Deutsche Welle,Germany,de
Frantz Fanon Algeriens Befreiungsheld wäre 100 Jahre alt,"Frantz Fanon gilt als antikolonialer Vordenker und Held der algerischen Befreiungsbewegung. Er starb 1961, wenige Monate vor Algeriens Loslösung von Frankreich. Am 20. Juli wäre Fanon 100 Jahre alt geworden.",https://www.dw.com/de/frantz-fanon-algeriens-befreiungsheld-wäre-100-jahre-alt/a-73309704?maca=de-rss-de-all-1119-xml-mrss,2025-07-19T19:55:00,Deutsche Welle,Germany,de
El Salvador lässt Venezolaner aus CECOT-Gefängnis frei,Die USA hatten im März mehr als 250 venezolanische Migranten nach El Salvador abgeschoben. Nun sind die Männer wieder in Venezuela. Das südamerikanische Land ließ seinerseits US-Bürger frei.,https://www.dw.com/de/el-salvador-lässt-venezolaner-aus-cecot-gefängnis-frei/a-73335896?maca=de-rss-de-all-1119-xml-mrss,2025-07-19T13:12:00,Deutsche Welle,Germany,de
USA annullieren Visa für Richter im Bolsonaro-Prozess,Die USA mischen sich weiter in die juristische Aufarbeitung des Putschversuchs von 2023 in Brasilien ein Nach Präsident Trump macht sich auch dessen Außenminister für den brasilianischen Ex-Präsidenten Bolsonaro stark.,https://www.dw.com/de/usa-annullieren-visa-für-richter-im-bolsonaro-prozess/a-73334696?maca=de-rss-de-all-1119-xml-mrss,2025-07-19T10:41:00,Deutsche Welle,Germany,de
EURO 2025 Bundestrainer Christian Wück unter Druck,Erst seit knapp einem Jahr betreut Christian Wück die DFB-Frauen. Nach den bisher eher durchwachsenen Auftritten der Nationalmannschaft bei der EM in der Schweiz regt sich Kritik am Bundestrainer.,https://www.dw.com/de/euro-2025-bundestrainer-christian-wück-unter-druck/a-73330508?maca=de-rss-de-all-1119-xml-mrss,2025-07-18T16:09:00,Deutsche Welle,Germany,de
Dopingverdacht - Marathon-Star Ruth Chepngetich suspendiert,Marathon-Weltrekordlerin Ruth Chepngetich aus Kenia ist positiv auf eine verbotene Substanz getestet und deswegen vorläufig suspendiert worden. Ihr droht eine lange Sperre. Nicht jeder ist überrascht.,https://www.dw.com/de/dopingverdacht-marathon-star-ruth-chepngetich-suspendiert/a-73323665?maca=de-rss-de-all-1119-xml-mrss,2025-07-18T13:01:00,Deutsche Welle,Germany,de
Donald Trump und der lange Schatten des Jeffrey Epstein,"Der Fall Epstein bewegte einst die Welt - die USA lässt er bis heute nicht los. Als Epstein 2019 starb, verbreitete Donald Trump Verschwörungstheorien dazu. Da ihm das nun auf die Füße fallen könnte, reagiert Trump.",https://www.dw.com/de/donald-trump-und-der-lange-schatten-des-jeffrey-epstein/a-73317227?maca=de-rss-de-all-1119-xml-mrss,2025-07-18T05:31:00,Deutsche Welle,Germany,de
Rihanna vs. Klischee Schlumpfine als feministische Projektionsfläche?,"Rihanna leiht der einzigen Frau im Schlumpf-Universum ihre Stimme, was nicht nur Begeisterung der Fans, sondern auch feministische Kritik nach sich zieht. Auch politisch sind die blauen Wesen nicht mehr unantastbar.",https://www.dw.com/de/rihanna-vs-klischee-schlumpfine-als-feministische-projektionsfläche/a-73199841?maca=de-rss-de-all-1119-xml-mrss,2025-07-17T13:33:00,Deutsche Welle,Germany,de
